P_NAME,P_MASS,P_RADIUS,P_GRAVITY,P_DISTANCE,P_FLUX,P_TEMP_EQUIL,P_TYPE_TEMP,P_HABITABLE,P_ESI
11 Com b,6165.8633,,,1.3244178,101.01141,799.44963,Hot,0,0.083813263
11 UMi b,4684.7848,,,1.534896,107.35118,819.07569,Hot,0,0.082414476
14 And b,1525.5744,,,0.83,84.446427,772.30746,Hot,0,0.081917127
14 Her b,1481.0785,,,3.1305585,0.078886561,131.38424,Cold,0,0.14524062
16 Cyg B b,565.73385,,,2.043792,0.61897215,202.22783,Warm,0,0.36862709
18 Del b,3273.6284,,,2.60832,5.9039479,396.65045,Hot,0,0.21617437
1RXS J160929.1-210524 b,2542.624,,,330,,,,0,
24 Boo b,289.22348,,,0.19016758,1611.9403,1613.7579,Hot,0,0.065684936
24 Sex b,632.47773,,,1.3383987,8.2108078,430.60546,Hot,0,0.17730446
24 Sex c,273.33208,,,2.167464,3.5093722,343.04216,Hot,0,0.2724776
2MASS J01225093-2439505 b,7786.7861,,,52,,,,0,
2MASS J02192210-3925225 b,4417.8092,16.1424,16.953944,156,2.54E-07,5.7216666,Cold,0,0.056530021
2MASS J04414489+2301513 b,2383.71,,,15,,,,0,
2MASS J12073346-3932539 b,1271.312,,,46,,,,0,
2MASS J19383260+4603591 b,603.87321,,,0.92,,,,0,
2MASS J21402931+1625183 A b,6658.4967,10.3132,62.602158,3.2908045,3.69E-05,19.598998,Cold,0,0.084157251
2MASS J22362452+4751425 b,3972.85,,,230,,,,0,
30 Ari B b,4392.383,,,1.0316295,3.050856,331.24213,Hot,0,0.30089651
4 UMa b,2256.5788,,,0.95118144,163.55514,877.01545,Hot,0,0.076992961
42 Dra b,1233.1727,,,1.275918,103.29647,789.07763,Hot,0,0.07908401
47 UMa b,804.10485,,,2.1010752,0.37062414,198.7444,Warm,0,0.31106267
47 UMa c,171.62712,,,3.6172872,0.12666026,151.71194,Cold,0,0.17714066
47 UMa d,521.23792,,,11.74848,0.01229887,84.431345,Cold,0,0.079493064
51 Eri b,,,,13.215,,,,0,
51 Peg b,150.01482,,,0.052704453,523.21565,1218.432,Hot,0,0.065394653
55 Cnc b,263.98794,,,0.11522767,43.462522,654.14301,Hot,0,0.088599759
55 Cnc c,54.47572,,,0.24142428,9.9064859,451.95192,Hot,0,0.19669217
55 Cnc d,1232.537,,,5.5039933,0.019059008,94.654352,Cold,0,0.08875056
55 Cnc e,8.0791878,1.9057,2.2246343,0.01544,2420.6184,1787.008,Hot,0,0.2598972
55 Cnc f,44.813748,,,0.82465185,0.97582251,248.65483,Warm,0,0.45748768
6 Lyn b,638.83429,,,2.1156221,3.244106,341.57316,Hot,0,0.28576359
61 Vir b,5.085248,,,0.050562447,319.27036,1074.0012,Hot,0,0.25355145
61 Vir c,18.116196,,,0.2196315,17.0535,515.80897,Hot,0,0.22814035
61 Vir d,22.883616,,,0.505155,3.7635373,346.34605,Hot,0,0.37195088
7 CMa b,781.85689,,,1.976706,0.68781196,229.87309,Warm,0,0.37834721
70 Vir b,2357.0125,,,0.51924947,13.753258,475.14878,Hot,0,0.14126541
75 Cet b,953.48401,,,2.1143734,12.438138,477.2133,Hot,0,0.14524422
8 UMi b,416.35468,,,0.490882,218.9002,979.29341,Hot,0,0.070820113
81 Cet b,1684.4884,,,2.553045,9.2926133,441.22513,Hot,0,0.16929368
91 Aqr b,1017.0496,,,0.70025515,104.81969,815.07247,Hot,0,0.078414548
AB Pic b,4290.678,,,260,,,,0,
BD+03 2562 b,2034.0992,,,1.326,159.23206,898.12947,Hot,0,0.076881824
BD+14 4559 b,330.54112,,,0.812799,0.63701048,223.9117,Warm,0,0.3690268
BD+15 2375 b,337.21551,,,0.57600029,101.0481,807.74977,Hot,0,0.075857
BD+15 2940 b,352.78908,,,0.5572182,365.14163,1099.2378,Hot,0,0.068451851
BD+20 2457 b,17668.059,,,1.0618125,1364.0917,1541.7216,Hot,0,0.077113291
BD+20 2457 c,3963.3152,,,2.042562,374.14548,1113.6017,Hot,0,0.074902725
BD+20 274 b,1334.8776,,,1.328665,55.277069,688.84477,Hot,0,0.087983596
BD+20 594 b,22.24796,2.5783,3.3467502,0.27908623,14.830572,499.95899,Hot,0,0.30796205
BD+48 738 b,289.22348,,,1.02,42.001782,643.64774,Hot,0,0.089639787
BD+48 740 b,540.3076,,,2.19096,21.51075,471.51405,Hot,0,0.11328601
BD+49 828 b,508.5248,,,4.45725,1.869632,290.77041,Hot,0,0.35395377
BD-06 1339 b,8.5813561,,,0.0428,59.571932,707.79148,Hot,0,0.23577592
BD-06 1339 c,54.03076,,,0.45590175,0.6065834,220.65029,Warm,0,0.41593589
BD-08 2823 b,12.71312,,,0.060675,68.263786,729.1933,Hot,0,0.20503107
BD-08 2823 c,104.88324,,,0.692274,0.53520165,216.41573,Warm,0,0.36057653
BD-10 3166 b,187.51852,,,0.040008,392.33767,1133.7762,Hot,0,0.06663348
BD-11 4672 b,168.44884,,,2.28285,0.018712911,94.183848,Cold,0,0.083110123
BD-13 2130 b,3108.3579,,,1.696603,52.149004,678.88563,Hot,0,0.091453244
BD-17 63 b,905.80981,,,1.535372,0.15374812,149.79878,Cold,0,0.20149258
CFBDSIR J145829+101343 b,3337.194,,,2.6,1.57E-07,5.0703749,Cold,0,0.071553799
CHXR 73 b,3994.7802,,,210,,,,0,
CI Tau b,3686.8048,,,0.084223218,,,,0,
CT Cha b,5403.076,24.662,8.8835079,440,,,,0,
CoRoT-1 b,327.36284,16.7029,1.1733987,0.025304732,2160.7225,1736.9794,Hot,0,0.055287801
CoRoT-10 b,874.02701,10.8737,7.3921395,0.12031747,39.299539,600.56763,Hot,0,0.10705569
CoRoT-11 b,740.53925,16.0303,2.8818062,0.0436,1521.5992,1591.1824,Hot,0,0.057585358
CoRoT-12 b,291.44828,16.1424,1.1184724,0.040258392,724.54837,1320.5715,Hot,0,0.057989717
CoRoT-13 b,415.71903,9.92085,4.2237882,0.051,438.93325,1166.1235,Hot,0,0.089452023
CoRoT-14 b,2415.4928,12.2189,16.178622,0.027,2386.937,1780.759,Hot,0,0.073010313
CoRoT-16 b,170.03798,13.1157,0.98846885,0.06516501,358.62139,1085.1728,Hot,0,0.071126858
CoRoT-17 b,772.32205,11.4342,5.9072705,0.0461,1156.9874,1485.8572,Hot,0,0.077848461
CoRoT-18 b,1102.8632,14.6851,5.1140835,0.0295944,904.55384,1395.5035,Hot,0,0.062762778
CoRoT-19 b,352.78908,14.4609,1.6870365,0.051857213,1251.833,1514.7866,Hot,0,0.063296681
CoRoT-2 b,1102.8632,16.43386,4.0835931,0.027982861,948.87833,1413.9397,Hot,0,0.056730355
CoRoT-20 b,1366.6604,,,0.1056645,,,,0,
CoRoT-20 c,5403.076,,,3.422,,,,0,
CoRoT-21 b,718.29129,14.573,3.3822263,0.0417,2895.0263,1868.7794,Hot,0,0.062381207
CoRoT-22 b,12.077464,4.87635,0.50790912,0.092272734,171.65928,921.14439,Hot,0,0.15972958
CoRoT-23 b,889.91841,11.7705,6.4233319,0.0486144,1237.3636,1503.7019,Hot,0,0.075857806
CoRoT-24 b,5.7209041,3.6993,0.41804743,0.056,126.86163,855.02238,Hot,0,0.19411491
CoRoT-24 c,27.968864,4.9324,1.1496304,0.098,41.424206,646.33617,Hot,0,0.17922871
CoRoT-25 b,85.813561,12.1068,0.58545994,0.0578,505.44586,1207.9906,Hot,0,0.075279299
CoRoT-26 b,165.27056,14.1246,0.8284059,0.0526,1013.1423,1437.35,Hot,0,0.064832669
CoRoT-27 b,3302.233,11.28847,25.914184,0.047700555,560.07952,1238.4049,Hot,0,0.079710894
CoRoT-28 b,153.82875,10.70555,1.3422072,0.060366601,549.79799,1233.1493,Hot,0,0.083423344
CoRoT-29 b,270.1538,10.089,2.6540851,0.038729773,374.11667,1119.0451,Hot,0,0.088633847
CoRoT-3 b,6884.1545,11.3221,53.702764,0.057078415,1381.127,1553.1139,Hot,0,0.078362194
CoRoT-4 b,228.83616,13.3399,1.2859364,0.09,222.29922,983.73788,Hot,0,0.071916717
CoRoT-5 b,148.42568,15.55948,0.61308244,0.049670354,720.74916,1318.0415,Hot,0,0.059920464
CoRoT-6 b,940.77089,13.07086,5.5064987,0.0859275,176.28215,926.57211,Hot,0,0.074394253
CoRoT-7 b,3.17828,1.6815,1.1240831,0.016479635,1759.7036,1650.0792,Hot,0,0.2711924
CoRoT-7 c,8.4001941,,,0.046,225.84944,987.64226,Hot,0,0.22191743
CoRoT-8 b,69.922161,6.3897,1.712592,0.063,89.134092,782.80911,Hot,0,0.13742542
CoRoT-9 b,266.97552,11.94986,1.8695876,0.40565637,5.158561,382.67119,Hot,0,0.2348433
CoRoTID 223977153 b,47.6742,6.3897,1.1676763,0.071,140.90404,877.75998,Hot,0,0.13283036
DE CVn b,3823.2484,,,5.75,,,,0,
DENIS-P J082303.1-491201 b,9058.0981,,,0.3814245,,,,0,
DH Tau b,3496.108,,,330,,,,0,
DP Leo b,1922.8594,,,8.8128495,4.82E-05,20.587384,Cold,0,0.070085617
DS Tuc A b,,5.70589,,0.079427582,113.61817,831.7769,Hot,0,0.14622437
EPIC 201238110 b,,1.87207,,0.13456027,,,,0,
EPIC 201497682 b,,0.69502,,0.029833021,,,,0,
EPIC 201615463 c,,1.22189,,0.048773043,,,,0,
EPIC 201754305 d,,1.03132,,0.033327101,,,,0,
EPIC 201833600 c,,0.99769,,0.041545756,,,,0,
EPIC 201841433 b,,1.09858,,0.047054567,,,,0,
EPIC 205950854 c,,1.31157,,0.075317114,99.761011,805.16543,Hot,0,0.30040596
EPIC 206024342 b,,1.70392,,0.052115256,,,,0,
EPIC 206032309 b,,1.0089,,0.023899659,,,,0,
EPIC 206042996 b,,1.62545,,0.049007764,,,,0,
EPIC 206215704 b,,0.8968,,0.024986426,,,,0,
EPIC 206317286 b,,0.96406,,0.023704372,,,,0,
EPIC 211822797 b,,1.98417,,0.1312358,5.0317823,381.31313,Hot,0,0.47295382
EPIC 211945201 b,,5.76194,,0.1493,105.35792,816.22841,Hot,0,0.14598589
EPIC 212297394 b,,1.32278,,0.031941391,,,,0,
EPIC 212424622 b,,2.17474,,0.13965047,,,,0,
EPIC 212499991 b,,1.60303,,0.20243356,,,,0,
EPIC 212587672 b,,1.121,,0.11846153,,,,0,
EPIC 212737443 b,,2.58951,,0.09996,20.573967,538.46915,Hot,0,0.28611074
EPIC 212737443 c,,2.6904,,0.2856,2.5203109,318.56264,Hot,0,0.55484659
EPIC 220554210 c,,1.47972,,0.015187007,,,,0,
EPIC 220674823 b,,1.81602,,0.0134,4770.3352,2117.2987,Hot,0,0.264088
EPIC 220674823 c,,2.73524,,0.1091,71.962956,742.03119,Hot,0,0.23785034
EPIC 246851721 b,953.48401,11.78171,6.8690512,0.07229,641.28856,1282.0598,Hot,0,0.07660444
EPIC 246865365 b,,9.90964,,0.045408131,925.09025,1405.0473,Hot,0,0.088231145
EPIC 248847494 b,4131.764,12.4431,26.685683,4.5,0.18563774,167.22896,Cold,0,0.22658077
FU Tau b,5085.248,,,800,,,,0,
Fomalhaut b,,,,220.552,,,,0,
GJ 1132 b,1.6590622,,,0.01567026,19.78373,532.3506,Hot,0,0.35877177
GJ 1132 c,2.6411507,,,0.04933502,2.0708138,301.33711,Hot,0,0.72328994
GJ 1148 b,96.69917,,,0.1779852,0.63834824,221.23955,Warm,0,0.38216808
GJ 1148 c,68.059689,,,0.96533558,0.020817585,94.562916,Cold,0,0.11079477
GJ 1214 b,6.2612117,2.84734,0.77228878,0.01411,18.262309,526.66424,Hot,0,0.28108586
GJ 1265 b,7.3990359,,,0.0260208,5.2508658,385.5425,Hot,0,0.42395713
GJ 143 b,22.699276,2.61193,3.3272768,0.19488419,5.4895274,387.35278,Hot,0,0.41786258
GJ 163 b,10.599564,,,0.060861735,5.3391293,386.88117,Hot,0,0.3882952
GJ 163 c,6.8015193,,,0.12601452,1.2538086,269.09231,Warm,2,0.68670545
GJ 163 d,29.39909,,,1.1020793,0.019916215,93.086873,Cold,0,0.15474439
GJ 179 b,260.61896,,,2.4631405,0.002938564,58.81917,Cold,0,0.067884657
GJ 273 b,2.8890565,,,0.091556505,1.1937549,265.80058,Warm,1,0.84342178
GJ 273 c,1.1791419,,,0.036993948,7.5222369,419.61315,Hot,0,0.45850136
GJ 3021 b,1071.0804,,,0.55397465,3.3123323,325.16469,Hot,0,0.28477569
GJ 3138 b,1.7798368,,,0.020055585,112.21488,823.51608,Hot,0,0.30283713
GJ 3138 c,4.1794382,,,0.05734485,13.240144,484.87267,Hot,0,0.35515277
GJ 3138 d,10.501037,,,0.7337376,0.092628927,137.75525,Cold,0,0.30452358
GJ 317 b,794.57001,,,1.1569575,,,,0,
GJ 317 c,489.45512,,,4.6725855,,,,0,
GJ 328 b,731.00441,,,4.808025,,,,0,
GJ 3293 b,23.538342,,,0.1436481,1.008018,255.10464,Warm,0,0.52122719
GJ 3293 c,21.091066,,,0.36393859,0.15905572,160.5247,Cold,0,0.30684382
GJ 3293 d,7.5992676,,,0.19533637,0.55403568,219.20455,Warm,2,0.61973842
GJ 3293 e,3.279985,,,0.083889864,3.140812,336.3145,Hot,0,0.59736812
GJ 3323 b,2.0213861,,,0.033688089,1.2256729,265.35756,Warm,1,0.89839814
GJ 3323 c,2.3106096,,,0.12822648,0.081606268,135.42324,Cold,0,0.39157817
GJ 3341 b,6.6108225,,,0.09327645,3.5602707,343.44139,Hot,0,0.50351493
GJ 3470 b,13.898619,4.57368,0.664416,0.0355,36.121629,624.57808,Hot,0,0.19183894
GJ 357 b,1.8402241,1.22189,1.2325555,0.035,12.760347,481.51579,Hot,0,0.3915561
GJ 357 c,3.4007596,,,0.061,4.2008667,364.73684,Hot,0,0.53064379
GJ 357 d,6.0991194,,,0.204,0.37561094,199.4479,Warm,2,0.57128654
GJ 3634 b,8.2635281,,,0.02879184,,,,0,
GJ 3779 b,7.9997308,,,0.0260637,12.716533,480.6592,Hot,0,0.31171787
GJ 3942 b,7.1384169,,,0.061245086,20.316112,539.3931,Hot,0,0.28767606
GJ 3998 b,2.4695236,,,0.029,49.08969,674.36105,Hot,0,0.31195279
GJ 3998 c,6.2612117,,,0.089106844,5.2182907,384.88524,Hot,0,0.44009772
GJ 411 b,2.9907615,,,0.0803997,3.6535463,348.97906,Hot,0,0.56962921
GJ 4276 b,16.568374,,,0.0876129,3.1729183,330.86988,Hot,0,0.42906097
GJ 433 b,6.3565601,,,0.060192,8.9562614,440.20403,Hot,0,0.36422091
GJ 436 b,22.24796,4.17012,1.279361,0.029378176,,,,0,
GJ 504 b,1271.312,,,43.5,0.000599428,39.863842,Cold,0,0.069554746
GJ 536 b,5.3585801,,,0.066823152,9.3388622,444.83179,Hot,0,0.37267725
GJ 581 b,15.2,,,0.041009923,7.1358813,416.35844,Hot,0,0.318045
GJ 581 c,5.652,,,0.074280054,2.1983489,309.77811,Hot,0,0.6211458
GJ 581 e,1.657,,,0.029226562,14.372555,494.59254,Hot,0,0.38264987
GJ 625 b,2.8191344,,,0.07902315,2.1197713,306.42984,Hot,0,0.71078019
GJ 649 b,104.24758,,,1.186075,,,,0,
GJ 667 C b,5.7209041,,,0.050926725,8.2243202,430.0647,Hot,0,0.38258998
GJ 667 C c,3.813936,,,0.125025,1.3312158,273.63677,Warm,1,0.77796153
GJ 667 C e,2.542624,,,0.2130426,0.45846827,209.62335,Warm,1,0.71219407
GJ 667 C f,2.542624,,,0.1560702,0.85492484,244.93653,Warm,1,0.86977617
GJ 667 C g,4.449592,,,0.5507568,0.069219926,130.52091,Cold,0,0.34385546
GJ 674 b,11.12398,,,0.03978,,,,0,
GJ 676 A b,1576.4269,,,1.919099,0.026520279,100.6316,Cold,0,0.096945248
GJ 676 A c,2161.2304,,,6.6,0.00190369,53.216213,Cold,0,0.07239586
GJ 676 A d,4.449592,,,0.042807002,50.165845,669.09551,Hot,0,0.28355303
GJ 676 A e,7.9457001,,,0.19138915,2.3175476,313.41605,Hot,0,0.56751232
GJ 685 b,9.000889,,,0.1344,3.0669811,337.14963,Hot,0,0.49911126
GJ 687 b,19.06968,,,0.170136,0.71393931,234.11533,Warm,0,0.53089782
GJ 832 b,216.12304,,,3.571392,0.002531128,57.075646,Cold,0,0.066974826
GJ 832 c,5.403076,,,0.1656406,1.2234795,266.29863,Warm,2,0.72779088
GJ 849 b,317.828,,,2.35188,0.005032323,67.835442,Cold,0,0.070609125
GJ 86 b,1404.7998,,,0.110088,31.682692,604.25472,Hot,0,0.10161138
GJ 876 b,723.2494,,,0.20842634,,,,0,
GJ 876 c,226.99276,,,0.13383342,,,,0,
GJ 876 d,6.6743881,,,0.02125278,,,,0,
GJ 876 e,14.620088,,,0.33480563,,,,0,
GJ 96 b,19.66084,,,0.3191688,,,,0,
GJ 9827 b,4.9104426,1.58061,1.9654916,0.0188,323.76833,1080.6959,Hot,0,0.2794649
GJ 9827 c,0.83906593,1.24431,0.54192464,0.03925,74.279803,747.93283,Hot,0,0.30738876
GJ 9827 d,4.0395939,2.0178,0.99215945,0.05591,36.607585,626.66823,Hot,0,0.28929095
GQ Lup b,6356.5601,33.63,5.6204154,100,,,,0,
GSC 06214-00210 b,5085.248,,,320,,,,0,
GU Psc b,3591.4564,14.18065,17.859871,2000,,,,0,
Gl 378 b,13.021413,,,0.039669264,41.150537,643.82288,Hot,0,0.2146175
Gl 49 b,5.6287339,,,0.096462547,6.4007791,394.75053,Hot,0,0.41757765
Gl 686 b,6.639427,,,0.091971845,3.39381,345.4083,Hot,0,0.51240568
HAT-P-1 b,166.8597,14.78599,0.76322158,0.05561,507.17673,1209.0235,Hot,0,0.063301959
HAT-P-11 b,23.398498,4.36069,1.2304884,0.053788455,80.280654,755.69713,Hot,0,0.18011769
HAT-P-11 c,506.99605,,,4.8758801,0.015864845,83.365778,Cold,0,0.0830892
HAT-P-12 b,67.061709,10.75039,0.58026473,0.0384,139.19835,875.09143,Hot,0,0.088893894
HAT-P-13 b,270.47163,14.25912,1.3302592,0.042679344,1222.7384,1506.4818,Hot,0,0.064111452
HAT-P-13 c,4538.5839,,,1.4881528,1.9919849,272.95182,Warm,0,0.35550128
HAT-P-14 b,1093.3283,15.9182,4.31482,0.075646006,1002.1155,1430.1579,Hot,0,0.058310146
HAT-P-15 b,616.58633,11.8826,4.3668767,0.097706888,109.02472,817.59968,Hot,0,0.084145052
HAT-P-16 b,1332.6528,14.44969,6.3826343,0.041326762,1162.1769,1487.1589,Hot,0,0.063405877
HAT-P-17 b,184.34024,11.7705,1.3305473,0.09821502,64.017148,703.3723,Hot,0,0.091504247
HAT-P-17 c,1080.6152,,,6.02588,0.017786558,90.240865,Cold,0,0.087093496
HAT-P-18 b,62.612117,11.15395,0.50326995,0.056097215,86.13418,775.1085,Hot,0,0.09099285
HAT-P-19 b,92.805777,12.68972,0.5763296,0.046704594,172.3946,922.37938,Hot,0,0.076361023
HAT-P-2 b,2739.6774,,,0.077253583,721.75808,1247.3684,Hot,0,0.072495013
HAT-P-20 b,2302.9817,9.71907,24.380413,0.036104061,145.93631,885.45688,Hot,0,0.095951003
HAT-P-21 b,1547.8224,12.4431,9.9968675,0.055492469,449.67067,1161.3456,Hot,0,0.073790623
HAT-P-22 b,785.03517,12.8915,4.7236989,0.04437715,443.23625,1168.8833,Hot,0,0.071614753
HAT-P-23 b,425.88952,12.2189,2.8525465,0.018670258,2932.8693,1870.5861,Hot,0,0.072926318
HAT-P-24 b,238.371,14.573,1.1224202,0.048823419,1189.4829,1494.8053,Hot,0,0.062908338
HAT-P-25 b,180.84413,12.72335,1.1171242,0.046612326,324.07755,1080.8466,Hot,0,0.073312811
HAT-P-26 b,22.24796,7.0623,0.44606472,0.053567421,160.70138,904.62801,Hot,0,0.1222707
HAT-P-27 b,197.05336,11.4342,1.5072048,0.04,357.89626,1108.1134,Hot,0,0.079928269
HAT-P-28 b,198.96033,13.58652,1.0778294,0.043456442,599.86488,1260.2196,Hot,0,0.067817587
HAT-P-29 b,279.68864,13.1157,1.6258927,0.07114532,415.69291,1148.6196,Hot,0,0.070719055
HAT-P-3 b,206.5882,10.5374,1.8605382,0.040567684,297.82542,1058.3647,Hot,0,0.086213809
HAT-P-30 b,263.79724,16.1424,1.0123578,0.045133614,1194.9181,1497.4388,Hot,0,0.057415705
HAT-P-31 b,721.46957,12.2189,4.8322989,0.064603736,616.40832,1254.2468,Hot,0,0.074304061
HAT-P-32 b,216.12304,22.1958,0.43869175,0.034399398,1914.2272,1677.113,Hot,0,0.042685576
HAT-P-33 b,292.40176,20.7385,0.6798691,0.054801493,1650.3313,1623.8193,Hot,0,0.045526776
HAT-P-34 b,2227.9743,15.1335,9.7281758,0.10777349,532.62244,1176.2975,Hot,0,0.06192905
HAT-P-35 b,2390.0666,39.7955,1.5091836,0.13295281,1022.7899,1440.5163,Hot,0,0.025205118
HAT-P-36 b,587.40972,14.31517,2.8664746,0.0241,1664.4337,1627.2772,Hot,0,0.063657576
HAT-P-37 b,371.54094,13.20538,2.1306144,0.037963748,442.74946,1167.9119,Hot,0,0.070149202
HAT-P-38 b,84.860077,9.24825,0.9921659,0.052417387,224.25737,985.06605,Hot,0,0.097199814
HAT-P-39 b,190.37897,17.61091,0.61384028,0.0509,1551.4115,1598.9197,Hot,0,0.052887086
HAT-P-4 b,213.26259,14.28154,1.0455976,0.04438,,,,0,
HAT-P-40 b,152.55744,17.0392,0.52545435,0.05351793,1608.8213,1613.5107,Hot,0,0.054465893
HAT-P-41 b,378.21532,22.9805,0.71617667,0.051823488,2337.4725,1771.4608,Hot,0,0.04123942
HAT-P-42 b,331.81244,14.3488,1.6116157,0.0575,690.06672,1305.773,Hot,0,0.064427332
HAT-P-43 b,210.40214,14.36001,1.02033,0.0443,560.94767,1239.8681,Hot,0,0.064737417
HAT-P-44 b,111.87546,13.92282,0.57713897,0.050749078,247.51675,1010.1556,Hot,0,0.068902393
HAT-P-44 c,1271.312,,,1.9657755,0.23816665,169.07138,Cold,0,0.25420004
HAT-P-45 b,283.50258,15.98546,1.1094474,0.045254263,1228.2774,1507.5555,Hot,0,0.057896597
HAT-P-46 b,156.68921,14.39364,0.75630645,0.058136472,745.6055,1327.4931,Hot,0,0.064136187
HAT-P-49 b,699.22161,17.8239,2.2009459,0.049388842,3372.119,1941.4251,Hot,0,0.051947458
HAT-P-5 b,311.47144,13.5641,1.6929193,0.039273541,919.41084,1402.8858,Hot,0,0.067297284
HAT-P-50 b,429.0678,14.43848,2.0581782,0.045599546,1975.6936,1694.306,Hot,0,0.063072362
HAT-P-51 b,98.208853,14.49453,0.46745775,0.051073445,335.03355,1086.8687,Hot,0,0.065484818
HAT-P-52 b,259.98331,11.31089,2.0321319,0.0369808,360.88027,1109.9557,Hot,0,0.080637705
HAT-P-53 b,471.65676,14.77478,2.160648,0.031873615,1669.2194,1622.9304,Hot,0,0.061887128
HAT-P-54 b,241.54928,10.58224,2.1570019,0.041282723,75.676448,750.6511,Hot,0,0.096403172
HAT-P-55 b,184.9759,13.25022,1.0535835,0.046484769,495.45448,1197.5938,Hot,0,0.069688392
HAT-P-56 b,734.18269,16.9271,2.5623533,0.04359412,1893.5248,1680.5934,Hot,0,0.054693141
HAT-P-57 b,448.13748,19.5054,1.1778814,0.050147504,1957.7097,1694.6577,Hot,0,0.04805426
HAT-P-6 b,419.53296,16.5908,1.5241631,0.058388197,1285.0796,1525.3778,Hot,0,0.05595888
HAT-P-65 b,167.49536,21.1869,0.37313668,0.041335678,2416.1311,1754.2365,Hot,0,0.044441259
HAT-P-66 b,248.85933,17.8239,0.78333665,0.043806702,2167.6239,1735.7175,Hot,0,0.052121025
HAT-P-67 b,108.06152,23.37285,0.19780977,0.06505,2318.5803,1767.8705,Hot,0,0.040601024
HAT-P-69 b,1137.8243,18.78796,3.2234128,0.06555,2321.5373,1768.4339,Hot,0,0.049644602
HAT-P-7 b,584.80353,16.9271,2.0410087,0.038440527,4041.1179,2031.2823,Hot,0,0.05439675
HAT-P-70 b,2154.8739,20.9627,4.9037397,0.04739,7036.6825,2333.3877,Hot,0,0.04459505
HAT-P-8 b,406.81984,15.694,1.6517139,0.044819501,1624.5036,1617.4285,Hot,0,0.058648175
HAT-P-9 b,238.05317,15.61553,0.97624881,0.053056525,939.10066,1408.4669,Hot,0,0.059388566
HATS-1 b,589.57095,14.59542,2.7675972,0.04471968,587.88373,1251.0884,Hot,0,0.063736251
HATS-10 b,167.17753,10.86249,1.4168345,0.050546227,742.43185,1261.2249,Hot,0,0.081889194
HATS-11 b,,18.03689,,0.0507,1533.6413,1594.3213,Hot,0,0.051761042
HATS-12 b,,7.75732,,0.0441,1029.8928,1443.2545,Hot,0,0.10794607
HATS-13 b,172.58061,13.58652,0.9349223,0.041234557,407.93589,1137.8565,Hot,0,0.068652447
HATS-14 b,340.39379,11.64719,2.5092233,0.038534628,439.34388,1161.9567,Hot,0,0.078135431
HATS-15 b,689.68677,12.38705,4.4948594,0.027335279,826.92329,1362.1022,Hot,0,0.072989217
HATS-16 b,1039.2976,14.573,4.8937522,0.03744,1065.375,1455.5279,Hot,0,0.063012482
HATS-17 b,425.25387,8.71017,5.6052502,0.130855,72.701621,743.81069,Hot,0,0.1120395
HATS-18 b,629.14053,14.89809,2.8345654,0.0174,3027.9075,1889.864,Hot,0,0.061143467
HATS-2 b,427.47866,13.09328,2.4935468,0.023,1024.0661,1441.2088,Hot,0,0.069296703
HATS-22 b,870.84873,10.68313,7.6303717,0.050406805,90.182964,784.18126,Hot,0,0.09348354
HATS-23 b,467.20716,20.8506,1.0746632,0.034190737,1256.0645,1512.982,Hot,0,0.045500922
HATS-24 b,718.29129,15.63795,2.9372503,0.0238,2792.5127,1852.0116,Hot,0,0.058563842
HATS-25 b,194.82857,14.1246,0.97656311,0.052429645,448.77435,1165.7245,Hot,0,0.066152413
HATS-26 b,206.5882,19.6175,0.53680702,0.048771092,2330.1925,1749.7516,Hot,0,0.047717259
HATS-27 b,168.44884,16.815,0.59576404,0.071412489,1533.6832,1479.3954,Hot,0,0.055153779
HATS-28 b,213.58042,13.38474,1.1921792,0.042152807,414.59034,1140.6918,Hot,0,0.06950098
HATS-29 b,207.54169,14.02371,1.0553086,0.05543339,358.18704,1103.1074,Hot,0,0.067162776
HATS-3 b,340.39379,15.48101,1.4203097,0.0485,1214.59,1504.0156,Hot,0,0.059591911
HATS-30 b,224.38657,13.17175,1.2933316,0.043740632,665.51363,1291.7568,Hot,0,0.069496801
HATS-31 b,279.68864,18.3844,0.82751506,0.049097507,1889.1148,1662.2025,Hot,0,0.050742785
HATS-32 b,292.40176,14.00129,1.4915708,0.044703441,801.1675,1294.3231,Hot,0,0.065615001
HATS-33 b,378.85098,13.7883,1.9927231,0.037389264,690.43562,1304.377,Hot,0,0.066718275
HATS-34 b,299.07615,16.0303,1.1638539,0.031844641,723.42876,1318.3761,Hot,0,0.058351948
HATS-35 b,388.38582,16.41144,1.4420157,0.033487708,2962.396,1845.4866,Hot,0,0.056042637
HATS-36 b,,12.92513,,0.0523,496.75072,1202.7615,Hot,0,0.071194939
HATS-39 b,200.23164,17.5997,0.646431,0.062341397,1264.3565,1497.0899,Hot,0,0.053071691
HATS-4 b,420.48645,11.4342,3.2161806,0.036203059,503.98078,1207.076,Hot,0,0.079056788
HATS-40 b,505.34652,17.7118,1.6108826,0.05240214,3359.3539,1902.9853,Hot,0,0.052248616
HATS-41 b,3082.9316,14.9093,13.869135,0.06250926,1419.1572,1519.1686,Hot,0,0.061500204
HATS-42 b,597.51665,15.694,2.4259548,0.037857274,1997.9386,1686.252,Hot,0,0.05852623
HATS-43 b,82.953109,13.2278,0.47408632,0.050179845,165.05932,908.00119,Hot,0,0.074074148
