P_NAME,P_MASS,P_RADIUS,P_GRAVITY,P_DISTANCE,P_FLUX,P_TEMP_EQUIL,P_TYPE_TEMP,P_HABITABLE,P_ESI
Kepler-79 b,10.901501,3.4751,0.90271709,0.11701316,160.73816,907.10243,Hot,0,0.19958701
Kepler-79 c,6.0387321,3.72172,0.43597177,0.18708415,62.943974,717.48053,Hot,0,0.20291472
Kepler-79 d,6.0387321,7.16319,0.11768817,0.28708969,26.718607,579.15853,Hot,0,0.15415122
Kepler-79 e,4.131764,3.48631,0.33994097,0.38602779,14.767212,499.41063,Hot,0,0.26872179
Kepler-790 b,,2.17474,,0.10588036,37.628917,630.99416,Hot,0,0.28026001
Kepler-791 b,,3.04912,,0.12729513,198.33489,956.08101,Hot,0,0.21382693
Kepler-792 b,,1.96175,,0.10140699,138.92397,874.65988,Hot,0,0.26615305
Kepler-793 b,,1.36762,,0.050925313,354.09911,1105.1624,Hot,0,0.28835544
Kepler-794 b,,2.10748,,0.10336842,185.62009,940.37517,Hot,0,0.25646254
Kepler-795 b,,1.6815,,0.1834858,24.658594,567.72365,Hot,0,0.32369605
Kepler-796 b,,1.30036,,0.065841061,220.64012,981.89723,Hot,0,0.29321755
Kepler-797 b,,2.17474,,0.17402738,27.790352,584.94957,Hot,0,0.29190029
Kepler-798 b,,2.38773,,0.11882666,158.45962,903.90869,Hot,0,0.2440659
Kepler-799 b,,6.88294,,0.5023264,3.1987603,340.71428,Hot,0,0.35533953
Kepler-8 b,187.51852,15.87336,0.74422874,0.0474,1319.1978,1535.403,Hot,0,0.058203398
Kepler-80 b,6.9286505,2.66798,0.97338245,0.0648,41.916004,648.24605,Hot,0,0.25308782
Kepler-80 c,6.7411319,2.73524,0.90103559,0.0792,28.059474,586.36061,Hot,0,0.26416604
Kepler-80 d,6.7506668,1.52456,2.904408,0.0372,127.18737,855.57071,Hot,0,0.28858847
Kepler-80 e,4.1285858,1.60303,1.6066379,0.0491,73.007403,744.70905,Hot,0,0.29276944
Kepler-80 f,,1.21068,,0.0175,574.71666,1247.4075,Hot,0,0.29213474
Kepler-80 g,,1.13221,,0.10546011,15.825353,508.13986,Hot,0,0.37540496
Kepler-800 b,,2.84734,,0.10833781,40.960886,644.52126,Hot,0,0.24584523
Kepler-801 b,,1.99538,,0.086821451,18.251147,526.58375,Hot,0,0.3241894
Kepler-802 b,,3.54236,,0.22359845,13.350465,486.98883,Hot,0,0.27406914
Kepler-803 b,,3.78898,,0.27093988,18.791965,530.44206,Hot,0,0.24261332
Kepler-804 b,,1.93933,,0.11605931,83.966007,771.20668,Hot,0,0.27350045
Kepler-804 c,,1.14342,,0.088993249,142.80696,880.70863,Hot,0,0.30112394
Kepler-805 b,,2.89218,,0.20401356,81.784662,766.14836,Hot,0,0.22908934
Kepler-806 b,,1.14342,,0.078601753,216.29347,977.02519,Hot,0,0.29780573
Kepler-807 b,,10.4253,,0.47673046,5.6078498,392.0523,Hot,0,0.23619015
Kepler-808 b,,1.4573,,0.013140728,1226.0232,1507.5426,Hot,0,0.28188602
Kepler-809 b,,3.01549,,0.28421214,11.515593,469.31722,Hot,0,0.30794964
Kepler-81 b,,2.42136,,,,,,0,
Kepler-81 c,,2.36531,,,,,,0,
Kepler-81 d,,1.21068,,0.128,7.8058964,425.84407,Hot,0,0.44935269
Kepler-810 b,,1.92812,,0.054632904,368.17733,1115.9871,Hot,0,0.26187296
Kepler-811 b,,2.70161,,0.16144857,57.653865,702.02409,Hot,0,0.24359896
Kepler-812 b,,3.55357,,0.10359484,510.09182,1210.757,Hot,0,0.19170928
Kepler-813 b,,2.14111,,0.1375792,44.535287,658.14407,Hot,0,0.27679213
Kepler-814 b,,2.11869,,0.068788675,406.31345,1143.8266,Hot,0,0.25204513
Kepler-815 b,,4.11407,,0.088301927,858.97707,1379.2415,Hot,0,0.17351947
Kepler-816 b,,10.24594,,0.090622926,61.54021,713.56683,Hot,0,0.10194443
Kepler-817 b,,9.03526,,0.049710134,453.89993,1175.9394,Hot,0,0.096575686
Kepler-818 b,,5.11176,,0.08917468,96.3566,798.20653,Hot,0,0.15977841
Kepler-819 b,,2.75766,,0.19220469,12.357692,477.67141,Hot,0,0.31379349
Kepler-82 b,12.150565,4.06923,0.73379032,0.16830092,,,,0,
Kepler-82 c,13.898619,5.33596,0.48814237,0.26260643,,,,0,
Kepler-82 d,,1.77118,,0.034,,,,0,
Kepler-82 e,,2.4662,,0.063,,,,0,
Kepler-82 f,20.900369,,,0.33950033,,,,0,
Kepler-820 b,,6.08703,,0.53199609,8.9918057,441.17068,Hot,0,0.24007689
Kepler-821 b,,1.31157,,0.028546872,510.92328,1211.2501,Hot,0,0.28923663
Kepler-822 b,,1.77118,,0.04352936,681.0898,1301.5055,Hot,0,0.26802076
Kepler-823 b,,1.5694,,0.050335729,330.45977,1086.2369,Hot,0,0.27990323
Kepler-824 b,,1.87207,,0.055993812,564.20553,1241.6644,Hot,0,0.26340936
Kepler-825 b,,1.52456,,0.047895265,581.02304,1250.8155,Hot,0,0.28016917
Kepler-825 c,,1.83844,,0.080233439,207.0464,966.41093,Hot,0,0.269206
Kepler-826 b,,1.25552,,0.054106325,552.73482,1235.3048,Hot,0,0.29090791
Kepler-827 b,,5.62742,,0.26583494,10.33998,456.85127,Hot,0,0.23649263
Kepler-828 b,,1.51335,,0.012507311,2189.3725,1742.7088,Hot,0,0.27892705
Kepler-829 b,,2.10748,,0.070326536,179.67326,932.7511,Hot,0,0.2566972
Kepler-83 b,,2.82492,,,,,,0,
Kepler-83 c,,2.36531,,,,,,0,
Kepler-83 d,,1.93933,,0.051,55.965037,696.82562,Hot,0,0.28127164
Kepler-830 b,,1.70392,,0.10075772,144.43174,883.20308,Hot,0,0.27873094
Kepler-831 b,,1.26673,,0.061653555,239.40906,1002.1438,Hot,0,0.29385642
Kepler-832 b,,2.06264,,0.070559999,142.94447,880.92056,Hot,0,0.26081405
Kepler-833 b,,2.0178,,0.11902631,8.6167738,436.49682,Hot,0,0.3912884
Kepler-834 b,,2.0178,,0.097640377,17.607177,521.87602,Hot,0,0.32534071
Kepler-835 b,,2.79129,,0.10179784,133.87293,866.59884,Hot,0,0.22740858
Kepler-836 b,,2.73524,,0.099862588,117.3505,838.52524,Hot,0,0.23113628
Kepler-837 b,,2.55588,,0.12042033,34.54609,617.65311,Hot,0,0.26444344
Kepler-838 b,,2.73524,,0.12211366,61.377033,713.09334,Hot,0,0.2408172
Kepler-839 b,,2.56709,,0.23554183,37.326065,629.72069,Hot,0,0.26129959
Kepler-84 b,,2.23079,,,,,,0,
Kepler-84 c,,2.36531,,,,,,0,
Kepler-84 d,,1.37883,,0.052,600.08255,1260.9494,Hot,0,0.2863064
Kepler-84 e,,2.60072,,0.181,49.529111,675.86513,Hot,0,0.25165718
Kepler-84 f,,2.19716,,0.25,25.961971,575.08141,Hot,0,0.29382925
Kepler-840 b,,17.07283,,0.036474679,929.40336,1406.6821,Hot,0,0.054847891
Kepler-841 b,,5.23507,,0.46192945,2.2133983,310.74905,Hot,0,0.45047988
Kepler-842 b,,1.60303,,0.020559465,623.96636,1273.3131,Hot,0,0.27637083
Kepler-843 b,,2.58951,,0.031824356,1084.2216,1461.9228,Hot,0,0.22785759
Kepler-844 b,,1.6815,,0.031133083,87.207301,778.54393,Hot,0,0.28594189
Kepler-845 b,,2.04022,,0.017207066,991.70979,1429.6873,Hot,0,0.25399624
Kepler-846 b,,2.47741,,0.14031738,36.506816,626.23653,Hot,0,0.2662761
Kepler-847 b,,1.17705,,0.032439869,300.62127,1060.8399,Hot,0,0.29523191
Kepler-848 b,,1.70392,,0.071229248,267.4911,1030.3203,Hot,0,0.27442067
Kepler-849 b,,7.14077,,1.1278915,2.5529688,322.03738,Hot,0,0.38353782
Kepler-85 b,,1.97296,,,,,,0,
Kepler-85 c,,2.17474,,,,,,0,
Kepler-85 d,,1.19947,,0.13,36.669057,626.93115,Hot,0,0.32737244
Kepler-85 e,,1.26673,,0.163,23.324441,559.88357,Hot,0,0.34572048
Kepler-850 b,,1.78239,,0.074339525,238.51003,1001.2017,Hot,0,0.27115203
Kepler-851 b,,1.6815,,0.078431478,93.180432,791.54587,Hot,0,0.28495774
Kepler-852 b,,2.54467,,0.26205301,24.3078,565.69367,Hot,0,0.27955259
Kepler-853 b,,1.69271,,0.079395036,555.21379,1236.6875,Hot,0,0.27233217
Kepler-854 b,,16.72532,,0.034287841,1791.7961,1657.5516,Hot,0,0.055321372
Kepler-855 b,,8.35145,,0.078291807,179.76035,932.86411,Hot,0,0.10669348
Kepler-856 b,,9.3043,,0.077385577,121.45209,845.75809,Hot,0,0.10080987
Kepler-857 b,,6.80447,,0.37803155,6.8251023,411.78659,Hot,0,0.25592549
Kepler-858 b,,4.86514,,0.34673161,6.3023207,403.66401,Hot,0,0.30662923
Kepler-859 b,,3.09396,,0.136092,18.214607,526.31998,Hot,0,0.27052542
Kepler-860 b,,3.23969,,0.058746106,338.37895,1092.6869,Hot,0,0.20397397
Kepler-861 b,,2.27563,,0.045759915,168.90428,918.44906,Hot,0,0.24891681
Kepler-862 b,,2.20837,,0.040279868,315.17915,1073.4561,Hot,0,0.24858818
Kepler-863 b,,2.90339,,0.12048042,57.900784,702.77454,Hot,0,0.23481371
Kepler-864 b,,2.39894,,0.063407696,244.27787,1007.2005,Hot,0,0.24067216
Kepler-865 b,,2.48862,,0.11180495,58.393305,704.2643,Hot,0,0.25305106
Kepler-866 b,,1.62545,,0.033760022,201.90173,960.35083,Hot,0,0.2798838
Kepler-867 b,,4.64094,,0.53781553,2.4180059,317.69417,Hot,0,0.45745216
Kepler-868 b,,2.05143,,0.056086812,224.09738,985.72122,Hot,0,0.25803065
Kepler-869 b,,3.60962,,0.22815354,15.987274,509.43469,Hot,0,0.25875497
Kepler-87 b,324.18456,13.49684,1.7796235,0.48131169,12.62336,480.10149,Hot,0,0.14237249
Kepler-87 c,6.3565601,6.14308,0.16844178,0.6765141,6.3917631,404.97305,Hot,0,0.27526606
Kepler-870 b,,2.78008,,0.15112422,48.031012,670.69542,Hot,0,0.24440763
Kepler-871 b,,3.74414,,0.15928289,59.20211,706.69042,Hot,0,0.20336995
Kepler-872 b,,1.99538,,0.037398766,906.60568,1397.9754,Hot,0,0.25635214
Kepler-873 b,,3.75535,,0.15514072,86.618999,777.22757,Hot,0,0.19669509
Kepler-874 b,,3.94592,,0.23578801,27.026393,580.88736,Hot,0,0.21989088
Kepler-875 b,,2.90339,,0.18179322,42.090225,648.9186,Hot,0,0.24266792
Kepler-876 b,,1.43488,,0.054353385,117.87426,839.45932,Hot,0,0.29341189
Kepler-877 b,,2.11869,,0.12945327,26.872362,580.05793,Hot,0,0.29632861
Kepler-878 b,,1.92812,,0.15983645,13.459186,487.97728,Hot,0,0.35078494
Kepler-879 b,,2.56709,,0.20421252,25.15582,570.56421,Hot,0,0.27684086
Kepler-880 b,,2.65677,,0.086664151,754.66101,1335.3124,Hot,0,0.22540807
Kepler-881 b,,1.78239,,0.053929388,462.13318,1181.2361,Hot,0,0.26840873
Kepler-882 b,,1.2331,,0.047519542,270.04517,1032.771,Hot,0,0.29424057
Kepler-883 b,,1.78239,,0.11021444,122.61244,847.77098,Hot,0,0.27647656
Kepler-884 b,,1.2331,,0.062428836,216.68997,977.47265,Hot,0,0.29551237
Kepler-885 b,,2.49983,,0.14381116,115.68884,835.54102,Hot,0,0.24182317
Kepler-886 b,,1.52456,,0.068469646,355.59704,1106.3294,Hot,0,0.2816728
Kepler-887 b,,1.83844,,0.15491548,91.445689,787.83581,Hot,0,0.27734752
Kepler-887 c,,1.13221,,0.080419696,339.3345,1093.4575,Hot,0,0.29568256
Kepler-888 b,,1.75997,,0.33115999,7.8836882,426.9011,Hot,0,0.41851875
Kepler-889 b,,1.08737,,0.049287373,727.63538,1323.1935,Hot,0,0.29421329
Kepler-890 b,,8.88953,,0.28325751,17.919174,524.17271,Hot,0,0.15259812
Kepler-891 b,,6.41212,,0.28307861,15.37511,504.48641,Hot,0,0.19259837
Kepler-892 b,,2.81371,,0.10204134,22.650525,555.7948,Hot,0,0.27055003
Kepler-893 b,,3.0267,,0.067014665,224.34235,985.99049,Hot,0,0.21398018
Kepler-894 b,,2.78008,,0.085558257,87.15356,778.42396,Hot,0,0.2328963
Kepler-895 b,,1.53577,,0.033720767,101.6428,808.93582,Hot,0,0.29075714
Kepler-896 b,,2.53346,,0.50848271,1.7430493,292.73343,Hot,0,0.63825477
Kepler-897 b,,2.38773,,0.079351317,178.89613,931.74087,Hot,0,0.24313519
Kepler-898 b,,1.49093,,0.055157335,36.003921,624.06864,Hot,0,0.31674754
Kepler-899 b,,2.67919,,0.13684214,38.82684,635.95725,Hot,0,0.25488597
Kepler-9 b,43.399414,8.2954,0.6306802,0.14326518,44.964836,659.26596,Hot,0,0.1251161
Kepler-9 c,29.901259,8.08241,0.45772824,0.22750813,17.85093,523.23267,Hot,0,0.16120802
Kepler-9 d,,1.63666,,0.0273,1231.4391,1509.2047,Hot,0,0.27368666
Kepler-90 i,,1.32278,,0.12334766,115.87871,835.88363,Hot,0,0.29808123
Kepler-900 b,,2.08506,,0.065853683,60.217039,709.69992,Hot,0,0.2721851
Kepler-901 b,,1.36762,,0.03795618,61.921301,714.66897,Hot,0,0.30662148
Kepler-902 b,,2.54467,,0.22538182,15.512719,505.61144,Hot,0,0.30633944
Kepler-903 b,,2.00659,,0.092306741,103.12648,811.87181,Hot,0,0.26718301
Kepler-903 c,,2.53346,,0.30746136,9.2951399,444.84518,Hot,0,0.35287272
Kepler-904 b,,1.77118,,0.042969481,1091.7201,1464.4439,Hot,0,0.26727027
Kepler-905 b,,1.41246,,0.056861248,182.28103,936.11732,Hot,0,0.2902375
Kepler-906 b,,2.10748,,0.23989526,21.48596,548.5088,Hot,0,0.30824957
Kepler-907 b,,1.19947,,0.12675539,147.61863,888.03524,Hot,0,0.29946762
Kepler-908 b,,1.22189,,0.024631043,2357.9205,1775.3223,Hot,0,0.2899725
Kepler-909 b,,1.46851,,0.11938028,136.41548,870.68452,Hot,0,0.29037862
Kepler-91 b,257.44068,15.32407,1.0962988,0.0731,2852.204,1861.8301,Hot,0,0.059635086
Kepler-910 b,,0.81833,,0.03750679,2158.7559,1736.584,Hot,0,0.29002435
Kepler-911 b,,2.60072,,0.16058005,192.01935,948.37732,Hot,0,0.23285802
Kepler-912 b,,2.8025,,0.037204455,1032.2159,1444.0677,Hot,0,0.21870717
Kepler-913 b,,2.06264,,0.079388176,25.527982,572.66288,Hot,0,0.30168525
Kepler-914 b,,1.37883,,0.054313886,479.16527,1191.9725,Hot,0,0.28689146
Kepler-915 b,,1.50214,,0.057626442,746.08502,1331.5025,Hot,0,0.28065059
Kepler-916 b,,1.75997,,0.18797045,12.619868,480.18503,Hot,0,0.3660857
Kepler-917 b,,1.9057,,0.037533371,316.5459,1074.6179,Hot,0,0.2635903
Kepler-918 b,,1.73755,,0.058077681,455.79839,1177.1671,Hot,0,0.27066827
Kepler-919 b,,2.25321,,0.10167474,177.19473,929.51758,Hot,0,0.24964174
Kepler-92 b,64.201257,3.50873,5.2148717,,,,,0,
Kepler-92 c,6.0387321,2.60072,0.89280901,,,,,0,
Kepler-92 d,,2.06264,,,,,,0,
Kepler-920 b,,2.42136,,0.06576585,127.5456,856.17251,Hot,0,0.24444964
Kepler-920 c,,3.80019,,0.40771685,3.3185552,343.86041,Hot,0,0.43940235
Kepler-921 b,,2.86976,,0.26368517,10.974538,463.70467,Hot,0,0.31907814
Kepler-922 b,,1.42367,,0.018437273,2357.7608,1775.2922,Hot,0,0.28276164
Kepler-923 b,,1.37883,,0.073664647,337.00682,1091.5775,Hot,0,0.2881146
Kepler-924 b,,3.07154,,0.31686434,19.527558,535.55847,Hot,0,0.26736942
Kepler-925 b,,2.34289,,0.1877291,6.2845413,403.37902,Hot,0,0.41363534
Kepler-926 b,,2.30926,,0.2737382,13.860174,491.57194,Hot,0,0.32714589
Kepler-927 b,,1.71513,,0.085092659,131.92591,863.4306,Hot,0,0.27906064
Kepler-928 b,,1.59182,,0.043892819,111.19601,827.30798,Hot,0,0.28697627
Kepler-929 b,,1.10979,,0.018583743,3202.4256,1916.5258,Hot,0,0.29237733
Kepler-93 b,3.17828,1.5694,1.2904015,0.056714337,276.30001,1038.7,Hot,0,0.28071655
Kepler-93 c,953.48401,,,2.5915147,0.13233029,153.65961,Cold,0,0.18639902
Kepler-930 b,,2.1299,,0.36292895,21.472766,548.42457,Hot,0,0.30708964
Kepler-931 b,,1.33399,,0.074660658,79.566764,760.90044,Hot,0,0.30306203
Kepler-932 b,,1.36762,,0.028869114,612.65367,1267.502,Hot,0,0.28669748
Kepler-933 b,,2.45499,,0.10955491,43.022865,652.48381,Hot,0,0.26225
Kepler-934 b,,2.08506,,0.26593285,4.6984385,375.08811,Hot,0,0.47801408
Kepler-935 b,,1.3452,,0.05182477,96.749367,799.0187,Hot,0,0.29958449
Kepler-936 b,,1.44609,,0.091604803,76.38152,753.16821,Hot,0,0.29920247
Kepler-937 b,,3.72172,,0.3404092,15.881831,508.59262,Hot,0,0.25523141
Kepler-937 c,,2.66798,,0.58728943,5.3357905,387.20825,Hot,0,0.41900913
Kepler-938 b,,2.21958,,0.26725565,9.3123128,445.05051,Hot,0,0.37023093
Kepler-939 b,,1.74876,,0.11342425,45.079753,660.14645,Hot,0,0.29669385
Kepler-94 b,10.806152,3.50873,0.87775068,0.03366897,238.52348,1001.2158,Hot,0,0.19595748
Kepler-94 c,3126.1562,,,1.5982808,0.10584849,145.31688,Cold,0,0.16979561
Kepler-940 b,,3.34058,,0.29560179,10.466926,458.24707,Hot,0,0.30273307
Kepler-941 b,,3.08275,,0.12649422,38.982497,636.59368,Hot,0,0.23753847
Kepler-942 b,,2.1299,,0.23062993,5.2903247,386.38076,Hot,0,0.45432771
Kepler-943 b,,5.93009,,0.25841427,11.020698,464.1915,Hot,0,0.22507495
Kepler-944 b,,2.63435,,0.22949847,10.031207,453.40176,Hot,0,0.33951184
Kepler-945 b,,2.63435,,0.19114936,24.663971,567.7546,Hot,0,0.27459032
Kepler-946 b,,1.92812,,0.099296659,80.94405,764.17204,Hot,0,0.27465508
Kepler-947 b,,2.27563,,0.16987048,21.630524,549.42912,Hot,0,0.2990314
Kepler-948 b,,1.84965,,0.075710623,143.65415,882.01192,Hot,0,0.27149537
Kepler-949 b,,2.9146,,0.079548073,89.241342,783.04448,Hot,0,0.22689695
Kepler-95 b,13.030948,3.41905,1.1147182,0.10241503,179.14063,932.05906,Hot,0,0.20075646
Kepler-950 b,,8.97921,,0.42070143,6.1978621,401.98087,Hot,0,0.23815381
Kepler-951 b,,5.59379,,0.30901506,2.7302453,327.48795,Hot,0,0.40817291
Kepler-952 b,,7.64522,,0.50303016,3.7410152,354.31723,Hot,0,0.31989255
Kepler-953 b,,4.21496,,0.38171605,5.1855261,384.45288,Hot,0,0.35272407
Kepler-953 c,,1.18826,,0.083898184,107.34172,820.04379,Hot,0,0.30328557
Kepler-954 b,,2.32047,,0.12004368,22.265858,553.4199,Hot,0,0.29515614
Kepler-955 b,,3.12759,,0.11208099,41.228585,645.57175,Hot,0,0.2340969
Kepler-956 b,,3.00428,,0.061001443,423.79114,1155.9336,Hot,0,0.2122372
Kepler-957 b,,5.50411,,0.059603186,86.069508,775.99199,Hot,0,0.15319823
Kepler-958 b,,2.06264,,0.086641025,76.235283,752.80746,Hot,0,0.26881331
Kepler-959 b,,4.38311,,0.13795539,457.96888,1178.566,Hot,0,0.16745113
Kepler-96 b,8.5813561,2.66798,1.2055654,0.12547008,62.066566,715.08775,Hot,0,0.24357097
Kepler-960 b,,2.28684,,0.038348256,161.45983,908.1572,Hot,0,0.2487303
Kepler-961 b,,2.54467,,0.12699935,43.684762,654.97904,Hot,0,0.2575766
Kepler-962 b,,1.97296,,0.10042268,59.17116,706.59804,Hot,0,0.2782891
Kepler-963 b,,2.65677,,0.08787229,78.11096,757.39582,Hot,0,0.23995101
Kepler-964 b,,2.11869,,0.1084032,46.666186,665.87926,Hot,0,0.27663533
Kepler-965 b,,3.38542,,0.5214205,5.2310535,385.29396,Hot,0,0.38479598
Kepler-966 b,,4.12528,,0.42362151,6.0420508,399.4303,Hot,0,0.33499144
Kepler-967 b,,2.3541,,0.10325549,38.66255,635.28344,Hot,0,0.2703845
Kepler-967 c,,3.65446,,0.62866264,1.0429933,257.46327,Warm,0,0.5964593
Kepler-968 b,,1.99538,,0.042661129,107.81915,820.95412,Hot,0,0.26719505
Kepler-968 c,,1.69271,,0.05703936,60.313051,709.98265,Hot,0,0.29218485
Kepler-969 b,,2.07385,,0.20039907,11.086873,464.88676,Hot,0,0.36027823
Kepler-969 c,,0.98648,,0.026924665,614.18589,1268.2938,Hot,0,0.29517564
Kepler-97 b,3.496108,1.47972,1.5967089,0.036116819,735.75393,1326.869,Hot,0,0.28166726
Kepler-97 c,343.25424,,,1.6365787,0.35832558,197.11259,Warm,0,0.30362167
Kepler-970 b,,2.76887,,0.11367171,12.889165,482.72646,Hot,0,0.30970367
Kepler-971 b,,2.1299,,0.084639067,78.614738,758.61409,Hot,0,0.26491107
Kepler-972 b,,4.65215,,0.075294433,335.62383,1090.4559,Hot,0,0.16164882
Kepler-973 b,,1.96175,,0.25121292,6.3788854,404.88446,Hot,0,0.43572049
Kepler-974 b,,1.5694,,0.040922663,24.716867,568.05877,Hot,0,0.32932185
Kepler-975 b,,1.47972,,0.028547452,355.62877,1106.3541,Hot,0,0.2836757
Kepler-976 b,,3.95713,,0.41824828,2.6439147,324.86788,Hot,0,0.47113901
Kepler-977 b,,2.62314,,0.16749978,17.556155,521.49754,Hot,0,0.29404242
Kepler-978 b,,2.99307,,0.27024306,18.915442,531.31128,Hot,0,0.27254935
Kepler-979 b,,2.72403,,0.075262254,86.630032,777.25232,Hot,0,0.23541034
Kepler-98 b,3.496108,1.99538,0.87807904,0.026024602,1534.2349,1594.4756,Hot,0,0.25574774
Kepler-980 b,,2.66798,,0.10162167,120.95131,844.88491,Hot,0,0.23375653
Kepler-981 b,,2.30926,,0.052736046,317.38952,1075.3332,Hot,0,0.24369204
Kepler-982 b,,2.25321,,0.12930645,126.6538,854.67198,Hot,0,0.25256869
Kepler-983 b,,2.36531,,0.31264312,14.342804,495.79647,Hot,0,0.32144379
Kepler-984 b,,2.11869,,0.23703328,13.661153,489.79771,Hot,0,0.33877065
Kepler-985 b,,2.98186,,0.45184477,2.7645631,328.51223,Hot,0,0.51655661
Kepler-986 b,,2.36531,,0.28398734,10.811232,461.96993,Hot,0,0.34631604
Kepler-987 b,,3.26211,,0.43191158,4.0158165,360.65203,Hot,0,0.43289793
Kepler-988 b,,2.07385,,0.10912866,5.437169,389.0345,Hot,0,0.45356332
Kepler-989 b,,2.20837,,0.073037596,67.730886,730.87246,Hot,0,0.26362399
Kepler-99 b,6.0387321,1.47972,2.7579518,0.050055182,99.649371,804.94008,Hot,0,0.29357285
Kepler-990 b,,2.60072,,0.091797962,155.22223,899.25609,Hot,0,0.23443193
Kepler-990 c,,1.52456,,0.013160875,7551.7998,2374.9667,Hot,0,0.27797365
Kepler-991 b,,2.54467,,0.31963847,1.2141701,267.43288,Warm,0,0.68436266
Kepler-992 b,,1.62545,,0.13454623,16.192835,511.0644,Hot,0,0.35284138
Kepler-993 b,,2.97065,,0.12770473,3.4941674,348.32195,Hot,0,0.47354051
Kepler-994 b,,1.60303,,0.017714585,199.41216,957.37662,Hot,0,0.28103923
Kepler-995 b,,2.70161,,0.17063128,14.46665,496.86328,Hot,0,0.30378908
Kepler-996 b,,1.98417,,0.048781817,640.08272,1281.4567,Hot,0,0.25752568
Kepler-997 b,,1.35641,,0.040612008,1891.1648,1680.0695,Hot,0,0.28558974
Kepler-998 b,,2.32047,,0.064487375,404.03626,1142.2206,Hot,0,0.24227492
Kepler-999 b,,2.34289,,0.0702663,747.59319,1332.1749,Hot,0,0.23972409
L 98-59 b,,0.79591,,0.0234165,20.485901,540.99208,Hot,0,0.35369881
L 98-59 c,,1.3452,,0.03253122,10.584261,458.82618,Hot,0,0.40578733
L 98-59 d,,1.5694,,0.05304,4.1767857,361.44471,Hot,0,0.53864947
LHS 1140 b,6.9795029,1.72634,2.3419188,0.09376848,0.48330673,212.27899,Warm,2,0.68990544
LHS 1140 c,1.8084413,1.27794,1.1073464,0.028035337,6.2127465,394.73241,Hot,0,0.4817329
LHS 3844 b,,1.30036,,0.00622,71.026783,739.60604,Hot,0,0.30635569
LSPM J2116+0234 b,13.301102,,,0.089066818,3.2020874,338.63888,Hot,0,0.44966387
LTT 1445 A b,2.1993698,1.37883,1.1568493,0.038757163,6.1213582,397.98932,Hot,0,0.47916212
LkCa 15 b,,,,14.7,,,,0,
LkCa 15 c,,,,18.6,,,,0,
Lupus-TR-3 b,257.44068,9.9769,2.5863419,0.0464,174.88816,926.47779,Hot,0,0.092756085
MASCARA-1 b,1175.9636,16.815,4.1591074,0.043,6958.2215,2326.8558,Hot,0,0.054616805
MOA-2007-BLG-192L b,3.17828,,,0.62,,,,0,
MOA-2007-BLG-400L b,263.79724,,,0.72,,,,0,
MOA-2008-BLG-310L b,23.398498,,,1.61,,,,0,
MOA-2008-BLG-379L b,1303.0948,,,3.3,,,,0,
MOA-2009-BLG-266L b,10.488324,,,3.2,,,,0,
MOA-2009-BLG-319L b,50.85248,,,2.4,,,,0,
MOA-2009-BLG-387L b,813.63969,,,1.82,,,,0,
MOA-2010-BLG-073L b,3496.108,,,1.21,,,,0,
MOA-2010-BLG-117L b,171.62712,,,2.9,,,,0,
MOA-2010-BLG-328L b,9.2011207,,,0.92,,,,0,
MOA-2010-BLG-353L b,85.813561,,,1.72,,,,0,
MOA-2010-BLG-477L b,476.742,,,2,,,,0,
MOA-2011-BLG-028L b,29.999785,,,4.14,,,,0,
MOA-2011-BLG-262L b,17.9986,,,0.84,,,,0,
MOA-2011-BLG-291L b,17.9986,,,0.69,,,,0,
MOA-2011-BLG-293L b,1525.5744,,,1.1,,,,0,
MOA-2011-BLG-322L b,3686.8048,,,4.3,,,,0,
MOA-2012-BLG-006L b,2669.7552,,,10.2,,,,0,
MOA-2012-BLG-505L b,6.6998143,,,0.9,,,,0,
MOA-2013-BLG-605L b,3.200528,,,0.94,,,,0,
MOA-2015-BLG-337L b,33.699303,,,0.24,,,,0,
MOA-2016-BLG-227L b,889.91841,,,1.67,,,,0,
MOA-2016-BLG-319L b,197.05336,,,0.95,,,,0,
MOA-bin-1L b,1175.9636,,,8.3,,,,0,
MXB 1658-298 b,7532.5237,,,1.613,,,,0,
NGC 2682 Sand 364 b,2126.2693,,,0.5624625,1797.555,1619.13,Hot,0,0.070906838
NGC 2682 Sand 978 b,692.86505,,,1.4071478,86.897146,774.08524,Hot,0,0.079431227
NGC 2682 YBP 1194 b,101.70496,,,0.074776338,205.35471,947.64888,Hot,0,0.077364247
NGC 2682 YBP 1514 b,127.1312,,,0.059570689,215.63708,961.54496,Hot,0,0.069111896
NGC 2682 YBP 401 b,146.20088,,,0.05283716,749.38566,1327.3071,Hot,0,0.064717109
NGTS-1 b,258.07634,14.9093,1.1610039,0.032604173,64.4213,721.74105,Hot,0,0.076915289
NGTS-2 b,235.19272,17.87995,0.73568394,0.063,1148.8654,1483.2426,Hot,0,0.05240277
NGTS-3 A b,756.43065,16.5908,2.7481122,0.023,1440.6251,1569.5771,Hot,0,0.055870146
NGTS-4 b,20.598433,3.18364,2.0322928,0.019,1225.1975,1507.2887,Hot,0,0.20339169
NGTS-5 b,72.782613,12.73456,0.44880713,0.0382,207.96145,967.47693,Hot,0,0.075089799
NN Ser c,2329.6793,,,5.36712,,,,0,
NN Ser d,731.00441,,,3.4919115,,,,0,
